timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1734081975116,27,Moodle/moodle/pluginfile.php/2969/user/icon/classic/f1-43,200,OK,Thread Group 1-2,bin,true,,5650,577,3,3,https://cse.buet.ac.bd/moodle/pluginfile.php/2969/user/icon/classic/f1?rev=868,26,0,0
1734081975144,24,Moodle/moodle/pluginfile.php/187/user/icon/classic/f1-41,200,OK,Thread Group 1-2,bin,true,,4460,577,3,3,https://cse.buet.ac.bd/moodle/pluginfile.php/187/user/icon/classic/f1?rev=2984,24,0,0
1734081975169,23,Moodle/moodle/pluginfile.php/195/user/icon/classic/f1-42,200,OK,Thread Group 1-2,bin,true,,8005,576,3,3,https://cse.buet.ac.bd/moodle/pluginfile.php/195/user/icon/classic/f1?rev=846,23,0,0
1734081975193,77,Moodle/moodle/mod/forum/discuss.php-45,200,OK,Thread Group 1-2,text,true,,11422,1201,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,24,0,0
1734081975193,24,Moodle/moodle/mod/forum/discuss.php-45-0,303,See Other,Thread Group 1-2,text,true,,1945,603,3,3,https://cse.buet.ac.bd/moodle/mod/forum/discuss.php?d=31,24,0,0
1734081975217,53,Moodle/moodle/mod/forum/discuss.php-45-1,200,OK,Thread Group 1-2,text,true,,9477,598,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,52,0,0
1734081975271,39,HTTP Request,200,OK,Thread Group 1-2,text,true,,55067,120,3,3,https://cse.buet.ac.bd/home,35,0,0
1734081975312,25,/home-11,200,OK,Thread Group 1-2,text,true,,7496,493,3,3,https://cse.buet.ac.bd/home,24,0,0
1734081975338,26,Home/web/assets/img/faculty/mmasrooralimasroorPPphoto.jpg-14,200,OK,Thread Group 1-2,bin,true,,151800,527,3,3,https://cse.buet.ac.bd/web/assets/img/faculty/mmasrooralimasroorPPphoto.jpg,12,0,0
1734081975097,621,HTTP Request,200,OK,Thread Group 1-3,text,false,"The operation lasted too long: It took 621 milliseconds, but should not have lasted longer than 145 milliseconds.",85018,123,3,3,https://cse.buet.ac.bd/moodle/,533,0,462
1734081975719,135,Moodle/moodle/-36,200,OK,Thread Group 1-3,text,true,,12004,557,3,3,https://cse.buet.ac.bd/moodle/,134,0,0
1734081975855,108,Moodle/moodle/course/view.php-38,200,OK,Thread Group 1-3,text,true,,11497,1154,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,40,0,0
1734081975855,40,Moodle/moodle/course/view.php-38-0,303,See Other,Thread Group 1-3,text,true,,2022,577,3,3,https://cse.buet.ac.bd/moodle/course/view.php?id=81,40,0,0
1734081975896,67,Moodle/moodle/course/view.php-38-1,200,OK,Thread Group 1-3,text,true,,9475,577,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,66,0,0
1734081975963,90,Moodle/moodle/mod/resource/view.php-39,200,OK,Thread Group 1-3,text,true,,11421,1197,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,25,0,0
1734081975963,26,Moodle/moodle/mod/resource/view.php-39-0,303,See Other,Thread Group 1-3,text,true,,1945,602,3,3,https://cse.buet.ac.bd/moodle/mod/resource/view.php?id=183,25,0,0
1734081975989,64,Moodle/moodle/mod/resource/view.php-39-1,200,OK,Thread Group 1-3,text,true,,9476,595,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,64,0,0
1734081976054,72,Moodle/moodle/mod/forum/view.php-40,200,OK,Thread Group 1-3,text,true,,11420,1193,4,4,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,24,0,0
1734081976054,24,Moodle/moodle/mod/forum/view.php-40-0,303,See Other,Thread Group 1-3,text,true,,1945,598,4,4,https://cse.buet.ac.bd/moodle/mod/forum/view.php?id=90,24,0,0
1734081976078,48,Moodle/moodle/mod/forum/view.php-40-1,200,OK,Thread Group 1-3,text,true,,9475,595,4,4,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,47,0,0
1734081976126,17,Moodle/moodle/pluginfile.php/2969/user/icon/classic/f1-43,200,OK,Thread Group 1-3,bin,true,,5650,577,4,4,https://cse.buet.ac.bd/moodle/pluginfile.php/2969/user/icon/classic/f1?rev=868,17,0,0
1734081976144,19,Moodle/moodle/pluginfile.php/187/user/icon/classic/f1-41,200,OK,Thread Group 1-3,bin,true,,4460,577,4,4,https://cse.buet.ac.bd/moodle/pluginfile.php/187/user/icon/classic/f1?rev=2984,19,0,0
1734081976163,19,Moodle/moodle/pluginfile.php/195/user/icon/classic/f1-42,200,OK,Thread Group 1-3,bin,true,,8005,576,4,4,https://cse.buet.ac.bd/moodle/pluginfile.php/195/user/icon/classic/f1?rev=846,19,0,0
1734081976182,70,Moodle/moodle/mod/forum/discuss.php-45,200,OK,Thread Group 1-3,text,true,,11420,1201,4,4,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,19,0,0
1734081976182,19,Moodle/moodle/mod/forum/discuss.php-45-0,303,See Other,Thread Group 1-3,text,true,,1945,603,4,4,https://cse.buet.ac.bd/moodle/mod/forum/discuss.php?d=31,19,0,0
1734081976202,50,Moodle/moodle/mod/forum/discuss.php-45-1,200,OK,Thread Group 1-3,text,true,,9475,598,4,4,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,50,0,0
1734081976096,177,HTTP Request,200,OK,Thread Group 1-4,text,false,"The operation lasted too long: It took 177 milliseconds, but should not have lasted longer than 145 milliseconds.",85018,123,4,4,https://cse.buet.ac.bd/moodle/,89,0,34
1734081976254,24,HTTP Request,200,OK,Thread Group 1-3,text,true,,55067,120,4,4,https://cse.buet.ac.bd/home,21,0,0
1734081976278,21,/home-11,200,OK,Thread Group 1-3,text,true,,7496,493,4,4,https://cse.buet.ac.bd/home,21,0,0
1734081976300,18,Home/web/assets/img/faculty/mmasrooralimasroorPPphoto.jpg-14,200,OK,Thread Group 1-3,bin,true,,151800,527,4,4,https://cse.buet.ac.bd/web/assets/img/faculty/mmasrooralimasroorPPphoto.jpg,6,0,0
1734081976275,128,Moodle/moodle/-36,200,OK,Thread Group 1-4,text,true,,12002,557,4,4,https://cse.buet.ac.bd/moodle/,127,0,0
1734081976404,89,Moodle/moodle/course/view.php-38,200,OK,Thread Group 1-4,text,true,,11500,1154,4,4,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,33,0,0
1734081976404,33,Moodle/moodle/course/view.php-38-0,303,See Other,Thread Group 1-4,text,true,,2022,577,4,4,https://cse.buet.ac.bd/moodle/course/view.php?id=81,33,0,0
1734081976437,56,Moodle/moodle/course/view.php-38-1,200,OK,Thread Group 1-4,text,true,,9478,577,4,4,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,55,0,0
1734081976494,84,Moodle/moodle/mod/resource/view.php-39,200,OK,Thread Group 1-4,text,true,,11421,1197,4,4,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,25,0,0
1734081976494,25,Moodle/moodle/mod/resource/view.php-39-0,303,See Other,Thread Group 1-4,text,true,,1945,602,4,4,https://cse.buet.ac.bd/moodle/mod/resource/view.php?id=183,25,0,0
1734081976520,58,Moodle/moodle/mod/resource/view.php-39-1,200,OK,Thread Group 1-4,text,true,,9476,595,4,4,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,57,0,0
1734081976579,78,Moodle/moodle/mod/forum/view.php-40,200,OK,Thread Group 1-4,text,true,,11421,1193,4,4,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,23,0,0
1734081976579,23,Moodle/moodle/mod/forum/view.php-40-0,303,See Other,Thread Group 1-4,text,true,,1945,598,4,4,https://cse.buet.ac.bd/moodle/mod/forum/view.php?id=90,23,0,0
1734081976603,54,Moodle/moodle/mod/forum/view.php-40-1,200,OK,Thread Group 1-4,text,true,,9476,595,4,4,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,53,0,0
1734081976657,18,Moodle/moodle/pluginfile.php/2969/user/icon/classic/f1-43,200,OK,Thread Group 1-4,bin,true,,5650,577,4,4,https://cse.buet.ac.bd/moodle/pluginfile.php/2969/user/icon/classic/f1?rev=868,18,0,0
1734081976676,18,Moodle/moodle/pluginfile.php/187/user/icon/classic/f1-41,200,OK,Thread Group 1-4,bin,true,,4460,577,4,4,https://cse.buet.ac.bd/moodle/pluginfile.php/187/user/icon/classic/f1?rev=2984,18,0,0
1734081976695,20,Moodle/moodle/pluginfile.php/195/user/icon/classic/f1-42,200,OK,Thread Group 1-4,bin,true,,8005,576,4,4,https://cse.buet.ac.bd/moodle/pluginfile.php/195/user/icon/classic/f1?rev=846,20,0,0
1734081976716,87,Moodle/moodle/mod/forum/discuss.php-45,200,OK,Thread Group 1-4,text,true,,11423,1201,4,4,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,31,0,0
1734081976716,32,Moodle/moodle/mod/forum/discuss.php-45-0,303,See Other,Thread Group 1-4,text,true,,1945,603,4,4,https://cse.buet.ac.bd/moodle/mod/forum/discuss.php?d=31,31,0,0
1734081976748,55,Moodle/moodle/mod/forum/discuss.php-45-1,200,OK,Thread Group 1-4,text,true,,9478,598,4,4,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,55,0,0
1734081976804,41,HTTP Request,200,OK,Thread Group 1-4,text,true,,55067,120,4,4,https://cse.buet.ac.bd/home,30,0,0
1734081976845,26,/home-11,200,OK,Thread Group 1-4,text,true,,7496,493,4,4,https://cse.buet.ac.bd/home,26,0,0
1734081976872,24,Home/web/assets/img/faculty/mmasrooralimasroorPPphoto.jpg-14,200,OK,Thread Group 1-4,bin,true,,151800,527,4,4,https://cse.buet.ac.bd/web/assets/img/faculty/mmasrooralimasroorPPphoto.jpg,10,0,0
1734081974405,2709,Home/10.1007/s40012-017-0165-9-15,200,OK,Thread Group 1-1,text,false,"The operation lasted too long: It took 2,709 milliseconds, but should not have lasted longer than 500 milliseconds.",79959,3042,5,5,https://link.springer.com/article/10.1007/s40012-017-0165-9,495,0,248
1734081974405,495,Home/10.1007/s40012-017-0165-9-15-0,302,Found,Thread Group 1-1,text,true,,1238,506,5,5,https://doi.org/10.1007/s40012-017-0165-9,495,0,248
1734081974901,496,Home/10.1007/s40012-017-0165-9-15-1,301,Moved Permanently,Thread Group 1-1,text,true,,897,516,5,5,http://link.springer.com/10.1007/s40012-017-0165-9,496,0,107
1734081975398,527,Home/10.1007/s40012-017-0165-9-15-2,303,See Other,Thread Group 1-1,,false,"The operation lasted too long: It took 527 milliseconds, but should not have lasted longer than 500 milliseconds.",1162,524,5,5,https://link.springer.com/article/10.1007/s40012-017-0165-9,527,0,114
1734081975926,547,Home/10.1007/s40012-017-0165-9-15-3,302,Found,Thread Group 1-1,,false,"The operation lasted too long: It took 547 milliseconds, but should not have lasted longer than 500 milliseconds.",1173,713,5,5,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Flink.springer.com%2Farticle%2F10.1007%2Fs40012-017-0165-9,547,0,168
1734081976474,640,Home/10.1007/s40012-017-0165-9-15-4,200,OK,Thread Group 1-1,text,false,"The operation lasted too long: It took 640 milliseconds, but should not have lasted longer than 500 milliseconds.",75489,783,5,5,https://link.springer.com/article/10.1007/s40012-017-0165-9,544,0,0
1734081977095,147,HTTP Request,200,OK,Thread Group 1-5,text,false,"The operation lasted too long: It took 147 milliseconds, but should not have lasted longer than 145 milliseconds.",85018,123,5,5,https://cse.buet.ac.bd/moodle/,60,0,17
1734081977242,126,Moodle/moodle/-36,200,OK,Thread Group 1-5,text,true,,12001,557,5,5,https://cse.buet.ac.bd/moodle/,125,0,0
1734081977369,88,Moodle/moodle/course/view.php-38,200,OK,Thread Group 1-5,text,true,,11499,1154,5,5,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,27,0,0
1734081977369,27,Moodle/moodle/course/view.php-38-0,303,See Other,Thread Group 1-5,text,true,,2022,577,5,5,https://cse.buet.ac.bd/moodle/course/view.php?id=81,27,0,0
1734081977396,61,Moodle/moodle/course/view.php-38-1,200,OK,Thread Group 1-5,text,true,,9477,577,5,5,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,60,0,0
1734081977458,70,Moodle/moodle/mod/resource/view.php-39,200,OK,Thread Group 1-5,text,true,,11420,1197,5,5,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,23,0,0
1734081977458,23,Moodle/moodle/mod/resource/view.php-39-0,303,See Other,Thread Group 1-5,text,true,,1945,602,5,5,https://cse.buet.ac.bd/moodle/mod/resource/view.php?id=183,23,0,0
1734081977481,47,Moodle/moodle/mod/resource/view.php-39-1,200,OK,Thread Group 1-5,text,true,,9475,595,5,5,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,46,0,0
1734081977529,76,Moodle/moodle/mod/forum/view.php-40,200,OK,Thread Group 1-5,text,true,,11422,1193,5,5,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,28,0,0
1734081977529,28,Moodle/moodle/mod/forum/view.php-40-0,303,See Other,Thread Group 1-5,text,true,,1945,598,5,5,https://cse.buet.ac.bd/moodle/mod/forum/view.php?id=90,28,0,0
1734081977557,48,Moodle/moodle/mod/forum/view.php-40-1,200,OK,Thread Group 1-5,text,true,,9477,595,5,5,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,48,0,0
1734081977606,16,Moodle/moodle/pluginfile.php/2969/user/icon/classic/f1-43,200,OK,Thread Group 1-5,bin,true,,5650,577,5,5,https://cse.buet.ac.bd/moodle/pluginfile.php/2969/user/icon/classic/f1?rev=868,15,0,0
1734081977116,520,Home/complete/search-18,200,OK,Thread Group 1-1,text,false,"The operation lasted too long: It took 520 milliseconds, but should not have lasted longer than 500 milliseconds.",14670,291,5,5,https://www.google.com/complete/search?client=firefox&channel=ftr&q=,520,0,249
1734081977622,18,Moodle/moodle/pluginfile.php/187/user/icon/classic/f1-41,200,OK,Thread Group 1-5,bin,true,,4460,577,5,5,https://cse.buet.ac.bd/moodle/pluginfile.php/187/user/icon/classic/f1?rev=2984,18,0,0
1734081977641,16,Moodle/moodle/pluginfile.php/195/user/icon/classic/f1-42,200,OK,Thread Group 1-5,bin,true,,8005,576,5,5,https://cse.buet.ac.bd/moodle/pluginfile.php/195/user/icon/classic/f1?rev=846,16,0,0
1734081977658,71,Moodle/moodle/mod/forum/discuss.php-45,200,OK,Thread Group 1-5,text,true,,11421,1201,5,5,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,22,0,0
1734081977658,22,Moodle/moodle/mod/forum/discuss.php-45-0,303,See Other,Thread Group 1-5,text,true,,1945,603,5,5,https://cse.buet.ac.bd/moodle/mod/forum/discuss.php?d=31,22,0,0
1734081977680,49,Moodle/moodle/mod/forum/discuss.php-45-1,200,OK,Thread Group 1-5,text,true,,9476,598,5,5,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,48,0,0
1734081975365,2377,Home/10.1007/s40012-017-0165-9-15,200,OK,Thread Group 1-2,text,false,"The operation lasted too long: It took 2,377 milliseconds, but should not have lasted longer than 500 milliseconds.",79753,3042,5,5,https://link.springer.com/article/10.1007/s40012-017-0165-9,190,0,120
1734081975365,190,Home/10.1007/s40012-017-0165-9-15-0,302,Found,Thread Group 1-2,text,true,,1243,506,5,5,https://doi.org/10.1007/s40012-017-0165-9,190,0,120
1734081975556,106,Home/10.1007/s40012-017-0165-9-15-1,301,Moved Permanently,Thread Group 1-2,text,true,,892,516,5,5,http://link.springer.com/10.1007/s40012-017-0165-9,106,0,51
1734081975663,637,Home/10.1007/s40012-017-0165-9-15-2,303,See Other,Thread Group 1-2,,false,"The operation lasted too long: It took 637 milliseconds, but should not have lasted longer than 500 milliseconds.",1160,524,5,5,https://link.springer.com/article/10.1007/s40012-017-0165-9,637,0,119
1734081976301,491,Home/10.1007/s40012-017-0165-9-15-3,302,Found,Thread Group 1-2,,true,,1173,713,5,5,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Flink.springer.com%2Farticle%2F10.1007%2Fs40012-017-0165-9,491,0,111
1734081976793,949,Home/10.1007/s40012-017-0165-9-15-4,200,OK,Thread Group 1-2,text,false,"The operation lasted too long: It took 949 milliseconds, but should not have lasted longer than 500 milliseconds.",75285,783,5,5,https://link.springer.com/article/10.1007/s40012-017-0165-9,750,0,0
1734081977730,30,HTTP Request,200,OK,Thread Group 1-5,text,true,,55067,120,5,5,https://cse.buet.ac.bd/home,27,0,0
1734081977638,133,Home/moodle/-19,200,OK,Thread Group 1-1,text,true,,12176,505,5,5,https://cse.buet.ac.bd/moodle/,133,0,0
1734081977761,23,/home-11,200,OK,Thread Group 1-5,text,true,,7496,493,5,5,https://cse.buet.ac.bd/home,23,0,0
1734081977785,19,Home/web/assets/img/faculty/mmasrooralimasroorPPphoto.jpg-14,200,OK,Thread Group 1-5,bin,true,,151800,527,5,5,https://cse.buet.ac.bd/web/assets/img/faculty/mmasrooralimasroorPPphoto.jpg,7,0,0
1734081977773,433,Home/submit/firefox-desktop/baseline/1/196a8a87-1d95-4476-9aed-3cee38d5b902-23,200,OK,Thread Group 1-1,text,true,,853,2381,6,6,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/baseline/1/196a8a87-1d95-4476-9aed-3cee38d5b902,433,0,164
1734081977746,514,Home/complete/search-18,200,OK,Thread Group 1-2,text,false,"The operation lasted too long: It took 514 milliseconds, but should not have lasted longer than 500 milliseconds.",14670,291,6,6,https://www.google.com/complete/search?client=firefox&channel=ftr&q=,514,0,246
1734081978097,186,HTTP Request,200,OK,Thread Group 1-6,text,false,"The operation lasted too long: It took 186 milliseconds, but should not have lasted longer than 145 milliseconds.",85018,123,6,6,https://cse.buet.ac.bd/moodle/,101,0,35
1734081978262,137,Home/moodle/-19,200,OK,Thread Group 1-2,text,true,,12179,505,6,6,https://cse.buet.ac.bd/moodle/,136,0,0
1734081978284,128,Moodle/moodle/-36,200,OK,Thread Group 1-6,text,true,,12002,557,6,6,https://cse.buet.ac.bd/moodle/,127,0,0
1734081978207,252,Home/submit/firefox-desktop/newtab/1/617c58fc-a2fb-4a00-baa0-fd65f48baad2-24,200,OK,Thread Group 1-1,text,true,,860,3128,6,6,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/617c58fc-a2fb-4a00-baa0-fd65f48baad2,252,0,0
1734081978412,91,Moodle/moodle/course/view.php-38,200,OK,Thread Group 1-6,text,true,,11497,1154,6,6,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,31,0,0
1734081978412,31,Moodle/moodle/course/view.php-38-0,303,See Other,Thread Group 1-6,text,true,,2022,577,6,6,https://cse.buet.ac.bd/moodle/course/view.php?id=81,31,0,0
1734081978444,59,Moodle/moodle/course/view.php-38-1,200,OK,Thread Group 1-6,text,true,,9475,577,6,6,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,58,0,0
1734081976319,2195,Home/10.1007/s40012-017-0165-9-15,200,OK,Thread Group 1-3,text,false,"The operation lasted too long: It took 2,195 milliseconds, but should not have lasted longer than 500 milliseconds.",79905,3042,6,6,https://link.springer.com/article/10.1007/s40012-017-0165-9,254,0,15
1734081976319,254,Home/10.1007/s40012-017-0165-9-15-0,302,Found,Thread Group 1-3,text,true,,1240,506,6,6,https://doi.org/10.1007/s40012-017-0165-9,254,0,15
1734081976574,108,Home/10.1007/s40012-017-0165-9-15-1,301,Moved Permanently,Thread Group 1-3,text,true,,892,516,6,6,http://link.springer.com/10.1007/s40012-017-0165-9,108,0,53
1734081976683,698,Home/10.1007/s40012-017-0165-9-15-2,303,See Other,Thread Group 1-3,,false,"The operation lasted too long: It took 698 milliseconds, but should not have lasted longer than 500 milliseconds.",1162,524,6,6,https://link.springer.com/article/10.1007/s40012-017-0165-9,698,0,117
1734081977382,494,Home/10.1007/s40012-017-0165-9-15-3,302,Found,Thread Group 1-3,,true,,1175,713,6,6,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Flink.springer.com%2Farticle%2F10.1007%2Fs40012-017-0165-9,494,0,114
1734081977877,637,Home/10.1007/s40012-017-0165-9-15-4,200,OK,Thread Group 1-3,text,false,"The operation lasted too long: It took 637 milliseconds, but should not have lasted longer than 500 milliseconds.",75436,783,6,6,https://link.springer.com/article/10.1007/s40012-017-0165-9,550,0,0
1734081978503,60,Moodle/moodle/mod/resource/view.php-39,200,OK,Thread Group 1-6,text,true,,11423,1197,6,6,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,18,0,0
1734081978503,18,Moodle/moodle/mod/resource/view.php-39-0,303,See Other,Thread Group 1-6,text,true,,1945,602,6,6,https://cse.buet.ac.bd/moodle/mod/resource/view.php?id=183,18,0,0
1734081978521,42,Moodle/moodle/mod/resource/view.php-39-1,200,OK,Thread Group 1-6,text,true,,9478,595,6,6,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,42,0,0
1734081978460,190,Home/complete/search-25,200,OK,Thread Group 1-1,text,true,,6746,291,6,6,https://www.google.com/complete/search?client=firefox&channel=ftr&q=,190,0,0
1734081978564,88,Moodle/moodle/mod/forum/view.php-40,200,OK,Thread Group 1-6,text,true,,11421,1193,6,6,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,18,0,0
1734081978564,18,Moodle/moodle/mod/forum/view.php-40-0,303,See Other,Thread Group 1-6,text,true,,1945,598,6,6,https://cse.buet.ac.bd/moodle/mod/forum/view.php?id=90,18,0,0
1734081978582,70,Moodle/moodle/mod/forum/view.php-40-1,200,OK,Thread Group 1-6,text,true,,9476,595,6,6,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,70,0,0
